W01000426,W06000023,504,Aber-craf,Aber-craf,,
W01000427,W06000023,466,Bugeildy,Beguildy,,
W01000428,W06000023,443,Aberriw,Berriew,,
W01000429,W06000023,462,Blaen Hafren,Blaen Hafren,,
W01000430,W06000023,486,Bronllys,Bronllys,,
W01000431,W06000023,481,Llanfair-ym-Muallt 1,Builth 1,,
W01000432,W06000023,482,Llanfair-ym-Muallt 2,Builth 2,,
W01000433,W06000023,450,Caersws,Caersws,,
W01000434,W06000023,453,Yr Ystog,Churchstoke,,
W01000438,W06000023,473,Dyserth a Thre-coed,Disserth and Trecoed,,
W01000439,W06000023,454,Dolforwyn,Dolforwyn,,
W01000440,W06000023,500,Felin-f?ch,Felin-f?ch,,
W01000441,W06000023,444,Ffordun,Forden,,
W01000442,W06000023,447,Glantwymyn,Glantwymyn,,
W01000443,W06000023,487,Y Clas-ar-wy,Glasbury,,
W01000444,W06000023,436,Cegidfa,Guilsfield,,
W01000445,W06000023,488,Gwernyfed,Gwernyfed,,
W01000446,W06000023,489,Y Gelli Gandryll,Hay,,
W01000447,W06000023,455,Ceri,Kerry,,
W01000448,W06000023,467,Tref-y-clawdd 1,Knighton 1,,
W01000449,W06000023,468,Tref-y-clawdd 2,Knighton 2,,
W01000450,W06000023,483,Llanafan Fawr,Llanafanfawr,,
W01000451,W06000023,474,Llanbadarn Fawr,Llanbadarn Fawr,,
W01000452,W06000023,448,Llanbryn-mair a Banwy,Llanbrynmair & Banwy,,
W01000453,W06000023,463,Llandinam,Llandinam,,
W01000454,W06000023,478,Llandrindod Dwyrain/Llandrindod Gorllewin,Llandrindod East/Llandrindod West,,
W01000455,W06000023,479,Llandrindod Gogledd,Llandrindod North,,
W01000456,W06000023,480,Llandrindod De,Llandrindod South,,
W01000457,W06000023,437,Llandrinio,Llandrinio,,
W01000458,W06000023,438,Llandysilio,Llandysilio,,
W01000459,W06000023,484,Llanelwedd,Llanelwedd,,
W01000460,W06000023,451,Llanfair Caereinion,Llanfair Caereinion,,
W01000461,W06000023,431,Llanfyllin,Llanfyllin,,
W01000464,W06000023,469,Llangynllo,Llangunllo,,
W01000465,W06000023,496,Llangynidr,Llangynidr,,
W01000466,W06000023,464,Llanidloes 1,Llanidloes 1,,
W01000467,W06000023,465,Llanidloes 2,Llanidloes 2,,
W01000470,W06000023,432,Llansanffraid,Llansantffraid,,
W01000471,W06000023,485,Llanwrtyd,Llanwrtyd Wells,,
W01000472,W06000023,475,Llanllyr,Llanyre,,
W01000473,W06000023,449,Machynlleth,Machynlleth,,
W01000474,W06000023,501,Maes-car/Llywel,Maescar/Llywel,,
W01000475,W06000023,433,Meifod a Llanfihangel,Meifod & Llanfihangel,,
W01000476,W06000023,445,Trefaldwyn,Montgomery,,
W01000477,W06000023,476,Nantmel,Nantmel,,
W01000478,W06000023,459,Y Drenewydd Canol 1,Newtown Central 1,,
W01000479,W06000023,460,Y Drenewydd Canol 2,Newtown Central 2,,
W01000480,W06000023,456,Y Drenewydd Dwyrain,Newtown East,,
W01000481,W06000023,457,Y Drenewydd Gogledd Llanllwchaearn,Newtown Llanllwchaiarn North,,
W01000482,W06000023,458,Y Drenewydd Gorllewin Llanllwchaearn,Newtown Llanllwchaiarn West,,
W01000483,W06000023,461,Y Drenewydd De,Newtown South,,
W01000484,W06000023,470,Pencraig,Old Radnor,,
W01000485,W06000023,471,Llanandras 1,Presteigne 1,,
W01000486,W06000023,472,Llanandras 2,Presteigne 2,,
W01000487,W06000023,477,Rhaeadr Gwy,Rhayader,,
W01000488,W06000023,452,Rhiwcynon,Rhiwcynon,,
W01000489,W06000023,491,St. David Fewnol,St. David Within,,
W01000492,W06000023,492,St. Mary 1,St. Mary 1,,
W01000493,W06000023,493,St. Mary 2,St. Mary 2,,
W01000494,W06000023,490,Talgarth,Talgarth,,
W01000496,W06000023,505,Tawe-Uchaf,Tawe-Uchaf,,
W01000497,W06000023,446,Tre-wern,Trewern,,
W01000498,W06000023,439,Y Trallwng Castell,Welshpool Castle,,
W01000499,W06000023,440,Y Trallwng Gungrog 1,Welshpool Gungrog 1,,
W01000500,W06000023,441,Y Trallwng Gungrog 2,Welshpool Gungrog 2,,
W01000501,W06000023,442,Y Trallwng Llanerchyddol,Welshpool Llanerchyddol,,
W01000502,W06000023,506,Ynysgedwyn,Ynyscedwyn,,
W01000503,W06000023,502,Ysgir,Yscir,,
W01000504,W06000023,507,Ystradgynlais 1,Ystradgynlais 1,,
W01000505,W06000023,508,Ystradgynlais 2,Ystradgynlais 2,,
W01000506,W06000008,524,Aberaeron,Aberaeron,,
W01000507,W06000008,545,Aberporth 1,Aberporth 1,,
W01000508,W06000008,546,Aberporth 2,Aberporth 2,,
W01000509,W06000008,547,Aberteifi Mwldan,Aberteifi/Cardigan - Mwldan,,
W01000510,W06000008,548,Aberteifi Rhyd-y-Fuwch,Aberteifi/Cardigan - Rhyd-y-Fuwch,,
W01000511,W06000008,549,Aberteifi Teifi,Aberteifi/Cardigan - Teifi,,
W01000512,W06000008,515,Aberystwyth Bronglais,Aberystwyth Bronglais,,
W01000513,W06000008,516,Aberystwyth Canol,Aberystwyth Canol/Central,,
W01000515,W06000008,519,Aberystwyth Penparcau 1,Aberystwyth Penparcau 1,,
W01000516,W06000008,520,Aberystwyth Penparcau 2,Aberystwyth Penparcau 2,,
W01000517,W06000008,517,Aberystwyth Rheidol 1,Aberystwyth Rheidol 1,,
W01000518,W06000008,521,Aberystwyth Rheidol 2,Aberystwyth Rheidol 2,,
W01000519,W06000008,552,Beulah,Beulah,,
W01000522,W06000008,553,Capel Dewi,Capel Dewi,,
W01000523,W06000008,511,Ceulanamaesmawr,Ceulanamaesmawr,,
W01000524,W06000008,525,Ciliau Aeron,Ciliau Aeron,,
W01000525,W06000008,529,Faenor 1,Faenor 1,,
W01000527,W06000008,540,Llanbedr Pont Steffan 1,Lampeter 1,,
W01000528,W06000008,541,Llanbedr Pont Steffan 2,Lampeter 2,,
W01000529,W06000008,536,Llanarth,Llanarth,,
W01000531,W06000008,554,Llandyfr?og,Llandyfriog,,
W01000532,W06000008,537,Llandysiliogogo,Llandysiliogogo,,
W01000533,W06000008,555,Tref Llandysul,Llandysul Town,,
W01000534,W06000008,530,Llanfarian,Llanfarian,,
W01000535,W06000008,542,Llanfihangel Ystrad,Llanfihangel Ystrad,,
W01000536,W06000008,531,Llangeitho,Llangeitho,,
W01000537,W06000008,543,Llangybi,Llangybi,,
W01000538,W06000008,526,Llanrhystud,Llanrhystyd,,
W01000539,W06000008,527,Llansanffraid 1,Llansantffraed 1,,
W01000540,W06000008,528,Llansanffraid 2,Llansantffraed 2,,
W01000541,W06000008,544,Llanwenog,Llanwenog,,
W01000542,W06000008,532,Lledrod,Lledrod,,
W01000543,W06000008,533,Melindwr,Melindwr,,
W01000544,W06000008,538,Ceinewydd,New Quay,,
W01000545,W06000008,539,Penbryn,Penbryn,,
W01000546,W06000008,550,Pen-parc 1,Pen-parc 1,,
W01000547,W06000008,551,Pen-parc 2,Pen-parc 2,,
W01000548,W06000008,512,Tirymynach,Tirymynach,,
W01000549,W06000008,513,Trefeurig,Trefeurig,,
W01000550,W06000008,534,Tregaron,Tregaron,,
W01000551,W06000008,556,Troedyraur,Troedyraur,,
W01000552,W06000008,535,Ystwyth,Ystwyth,,
W01000553,W06000009,605,Amroth,Amroth,,
W01000554,W06000009,589,Burton,Burton,,
W01000555,W06000009,584,Camrose 1,Camrose 1,,
W01000556,W06000009,585,Camrose 2,Camrose 2,,
W01000557,W06000009,617,Caeriw,Carew,,
W01000558,W06000009,558,Cilgerran,Cilgerran,,
W01000559,W06000009,559,Clydau,Clydau,,
W01000560,W06000009,560,Crymych 1,Crymych 1,,
W01000561,W06000009,561,Crymych 2,Crymych 2,,
W01000562,W06000009,563,Dinas,Dinas Cross,,
W01000563,W06000009,606,East Williamston 1,East Williamston 1,,
W01000564,W06000009,607,East Williamston 2,East Williamston 2,,
W01000565,W06000009,564,Abergwaun Gogledd Ddwyrain,Fishguard North East,,
W01000566,W06000009,565,Abergwaun Gogledd Orllewin,Fishguard North West,,
W01000567,W06000009,566,Wdig,Goodwick,,
W01000568,W06000009,577,Hwlffordd: Castell,Haverfordwest: Castle,,
W01000569,W06000009,578,Hwlffordd: Garth 1,Haverfordwest: Garth 1,,
W01000570,W06000009,579,Hwlffordd: Garth 2,Haverfordwest: Garth 2,,
W01000571,W06000009,581,Hwlffordd: Portfield,Haverfordwest: Portfield,,
W01000572,W06000009,580,Hwlffordd: Prendergast,Haverfordwest: Prendergast,,
W01000573,W06000009,582,Hwlffordd: Priordy,Haverfordwest: Priory,,
W01000574,W06000009,621,Hundleton,Hundleton,,
W01000575,W06000009,586,Johnston,Johnston,,
W01000576,W06000009,608,Cilgeti/Begeli,Kilgetty/Begelly,,
W01000577,W06000009,601,Llanbedr Efelffre,Lampeter Velfrey,,
W01000578,W06000009,618,Llandyf?i,Lamphey,,
W01000579,W06000009,569,Treletert,Letterston,,
W01000580,W06000009,590,Llangwm,Llangwm,,
W01000581,W06000009,570,Llanrhian,Llanrhian,,
W01000582,W06000009,573,Maenclochog 1,Maenclochog 1,,
W01000583,W06000009,574,Maenclochog 2,Maenclochog 2,,
W01000584,W06000009,619,Maenorbyr,Manorbier,,
W01000585,W06000009,602,Martletwy,Martletwy,,
W01000586,W06000009,583,Pont Fadlen,Merlin's Bridge,,
W01000587,W06000009,593,Aberdaugleddau: Canol,Milford: Central,,
W01000588,W06000009,594,Aberdaugleddau: Dwyrain,Milford: East,,
W01000589,W06000009,596,Aberdaugleddau: Hakin 1,Milford: Hakin 1,,
W01000590,W06000009,597,Aberdaugleddau: Hakin 2,Milford: Hakin 2,,
W01000591,W06000009,598,Aberdaugleddau: Hubberston 1,Milford: Hubberston 1,,
W01000592,W06000009,599,Aberdaugleddau: Hubberston 2,Milford: Hubberston 2,,
W01000593,W06000009,595,Aberdaugleddau: Gogledd,Milford: North,,
W01000594,W06000009,600,Aberdaugleddau: Gorllewin,Milford: West,,
W01000595,W06000009,603,Arberth,Narberth,,
W01000596,W06000009,604,Arberth Gwledig,Narberth Rural,,
W01000597,W06000009,567,Trefdraeth,Newport,,
W01000598,W06000009,591,Neyland Dwyrain,Neyland: East,,
W01000599,W06000009,592,Neyland Gorllewin,Neyland: West,,
W01000600,W06000009,611,Doc Penfro: Canol,Pembroke Dock: Central,,
W01000601,W06000009,612,Doc Penfro: Llanion 1,Pembroke Dock: Llanion 1,,
W01000602,W06000009,613,Doc Penfro: Llanion 2,Pembroke Dock: Llanion 2,,
W01000603,W06000009,614,Doc Penfro: Marchnad,Pembroke Dock: Market,,
W01000604,W06000009,615,Doc Penfro: Pennar 1,Pembroke Dock: Pennar 1,,
W01000605,W06000009,616,Doc Penfro: Pennar 2,Pembroke Dock: Pennar 2,,
W01000606,W06000009,622,Penfro: Monkton,Pembroke: Monkton,,
W01000607,W06000009,623,Penfro: Santes Fair Gogledd,Pembroke: St. Mary North,,
W01000608,W06000009,624,Penfro: Santes Fair De,Pembroke: St. Mary South,,
W01000609,W06000009,620,Penfro: Sant Mihangel,Pembroke: St. Michael,,
W01000610,W06000009,625,Penalun,Penally,,
W01000611,W06000009,575,Rudbaxton,Rudbaxton,,
W01000612,W06000009,571,Tyddewi,St. David's,,
W01000613,W06000009,562,Llandudoch,St. Dogmaels,,
W01000614,W06000009,587,Llanisan yn Rhos,St. Ishmael's,,
W01000615,W06000009,609,Saundersfoot 1,Saundersfoot 1,,
W01000616,W06000009,610,Saundersfoot 2,Saundersfoot 2,,
W01000617,W06000009,568,Scleddau,Scleddau,,
W01000618,W06000009,572,Solfach,Solva,,
W01000619,W06000009,626,Dinbych y Pysgod: Gogledd,Tenby: North,,
W01000620,W06000009,627,Dingych y Pysgod: De 1,Tenby: South 1,,
W01000621,W06000009,628,Dingych y Pysgod: De 2,Tenby: South 2,,
W01000622,W06000009,588,Yr Havens,The Havens,,
W01000623,W06000009,576,Cas-wis,Wiston,,
W01000624,W06000010,661,Abergwili,Abergwili,,
W01000625,W06000010,679,Rhydaman 1,Ammanford 1,,
W01000626,W06000010,680,Rhydaman 2,Ammanford 2,,
W01000627,W06000010,681,Betws,Betws,,
W01000628,W06000010,731,Bigyn 1,Bigyn 1,,
W01000629,W06000010,732,Bigyn 2,Bigyn 2,,
W01000630,W06000010,733,Bigyn 3,Bigyn 3,,
W01000631,W06000010,734,Bigyn 4,Bigyn 4,,
W01000632,W06000010,701,Porth Tywyn 1,Burry Port 1,,
W01000633,W06000010,702,Porth Tywyn 2,Burry Port 2,,
W01000634,W06000010,703,Porth Tywyn 3,Burry Port 3,,
W01000635,W06000010,719,Bynea 1,Bynea 1,,
W01000636,W06000010,720,Bynea 2,Bynea 2,,
W01000637,W06000010,634,Tre Caerfyrddin Gogledd 1,Carmarthen Town North 1,,
W01000638,W06000010,635,Tre Caerfyrddin Gogledd 2,Carmarthen Town North 2,,
W01000639,W06000010,636,Tre Caerfyrddin Gogledd 3,Carmarthen Town North 3,,
W01000640,W06000010,637,Tre Caerfyrddin Gogledd 4,Carmarthen Town North 4,,
W01000641,W06000010,638,Tre Caerfyrddin De 1,Carmarthen Town South 1,,
W01000642,W06000010,639,Tre Caerfyrddin De 2,Carmarthen Town South 2,,
W01000643,W06000010,665,Tre Caerfyrddin Gorllewin 1,Carmarthen Town West 1,,
W01000644,W06000010,666,Tre Caerfyrddin Gorllewin 2,Carmarthen Town West 2,,
W01000645,W06000010,667,Tre Caerfyrddin Gorllewin 3,Carmarthen Town West 3,,
W01000646,W06000010,630,Cenarth,Cenarth,,
W01000647,W06000010,653,Cil-y-cwm,Cilycwm,,
W01000648,W06000010,668,Cynwyl Elfed 1,Cynwyl Elfed 1,,
W01000649,W06000010,669,Cynwyl Elfed 2,Cynwyl Elfed 2,,
W01000650,W06000010,654,Cynwyl Gaeo,Cynwyl Gaeo,,
W01000651,W06000010,716,Dafen 1,Dafen 1,,
W01000652,W06000010,717,Dafen 2,Dafen 2,,
W01000653,W06000010,727,Elli 1,Elli 1,,
W01000654,W06000010,728,Elli 2,Elli 2,,
W01000655,W06000010,718,Felin-foel,Felinfoel,,
W01000656,W06000010,670,Garnant,Garnant,,
W01000657,W06000010,671,Glanaman 1,Glanamman 1,,
W01000658,W06000010,672,Glanaman 2,Glanamman 2,,
W01000659,W06000010,735,Glanym?r 1,Glanymor 1,,
W01000660,W06000010,736,Glanym?r 2,Glanymor 2,,
W01000662,W06000010,692,Glyn (Sir Gaerfyrddin),Glyn (Carmarthenshire),,
W01000663,W06000010,693,Gors-las 1,Gorslas 1,,
W01000664,W06000010,694,Gors-las 2,Gorslas 2,,
W01000665,W06000010,684,Hendy 1,Hendy 1,,
W01000666,W06000010,685,Hendy 2,Hendy 2,,
W01000667,W06000010,729,Hengoed (Sir Gaerfyrddin) 1,Hengoed (Carmarthenshire) 1,,
W01000670,W06000010,697,Cydweli 1,Kidwelly 1,,
W01000671,W06000010,698,Cydweli 2,Kidwelly 2,,
W01000672,W06000010,642,Treflan Talacharn 1,Laugharne Township 1,,
W01000673,W06000010,643,Treflan Talacharn 2,Laugharne Township 2,,
W01000674,W06000010,644,Llanboidy,Llanboidy,,
W01000675,W06000010,687,Llanddarog,Llanddarog,,
W01000676,W06000010,657,Llandeilo 1,Llandeilo 1,,
W01000677,W06000010,658,Llandeilo 2,Llandeilo 2,,
W01000678,W06000010,655,Llanymddyfri 1,Llandovery 1,,
W01000679,W06000010,656,Llanymddyfri 2,Llandovery 2,,
W01000680,W06000010,675,Llandyb?e 1,Llandybie 1,,
W01000681,W06000010,676,Llandyb?e 2,Llandybie 2,,
W01000682,W06000010,662,Llanegwad 1,Llanegwad 1,,
W01000683,W06000010,663,Llanegwad 2,Llanegwad 2,,
W01000684,W06000010,664,Llanfihangel Aberbythych,Llanfihangel Aberbythych,,
W01000685,W06000010,649,Llanfihangel-ar-Arth 1,Llanfihangel-ar-Arth 1,,
W01000686,W06000010,650,Llanfihangel-ar-Arth 2,Llanfihangel-ar-Arth 2,,
W01000687,W06000010,659,Llangadog,Llangadog,,
W01000688,W06000010,631,Llangeler 1,Llangeler 1,,
W01000689,W06000010,632,Llangeler 2,Llangeler 2,,
W01000690,W06000010,711,Llangennech 1,Llangennech 1,,
W01000691,W06000010,712,Llangennech 2,Llangennech 2,,
W01000692,W06000010,713,Llangennech 3,Llangennech 3,,
W01000693,W06000010,640,Llangynnwr 1,Llangunnor 1,,
W01000694,W06000010,641,Llangynnwr 2,Llangunnor 2,,
W01000695,W06000010,688,Llangyndeyrn 1,Llangyndeyrn 1,,
W01000696,W06000010,689,Llangyndeyrn 2,Llangyndeyrn 2,,
W01000697,W06000010,706,Llan-non 1,Llannon 1,,
W01000698,W06000010,707,Llan-non 2,Llannon 2,,
W01000699,W06000010,708,Llan-non 3,Llannon 3,,
W01000700,W06000010,645,Llansteffan,Llansteffan,,
W01000701,W06000010,651,Llanybydder 1,Llanybydder 1,,
W01000702,W06000010,652,Llanybydder 2,Llanybydder 2,,
W01000703,W06000010,724,Lliedi 1,Lliedi 1,,
W01000704,W06000010,725,Lliedi 2,Lliedi 2,,
W01000705,W06000010,726,Lliedi 3,Lliedi 3,,
W01000706,W06000010,721,Llwynhendy 1,Llwynhendy 1,,
W01000707,W06000010,722,Llwynhendy 2,Llwynhendy 2,,
W01000708,W06000010,723,Llwynhendy 3,Llwynhendy 3,,
W01000709,W06000010,660,Monardeilo a Salem,Manordeilo and Salem,,
W01000710,W06000010,704,Pembre 1,Pembrey 1,,
W01000711,W06000010,705,Pembre 2,Pembrey 2,,
W01000712,W06000010,709,Pen-y-groes (Sir Gaerfyrddin) 1,Penygroes (Carmarthenshire) 1,,
W01000713,W06000010,710,Pen-y-groes (Sir Gaerfyrddin) 2,Penygroes (Carmarthenshire) 2,,
W01000714,W06000010,682,Pontaman 1,Pontamman 1,,
W01000715,W06000010,683,Pontaman 2,Pontamman 2,,
W01000716,W06000010,695,Pontyberem 1,Pontyberem 1,,
W01000717,W06000010,696,Pontyberem 2,Pontyberem 2,,
W01000718,W06000010,673,Cwarter Bach 1,Quarter Bach 1,,
W01000719,W06000010,674,Cwarter Bach 2,Quarter Bach 2,,
W01000720,W06000010,646,Sancl?r 1,St. Clears 1,,
W01000721,W06000010,647,Sancl?r 2,St. Clears 2,,
W01000722,W06000010,690,Llanismel 1,St. Ishmael 1,,
W01000723,W06000010,691,Llanismel 2,St. Ishmael 2,,
W01000724,W06000010,677,Saron 1,Saron 1,,
W01000725,W06000010,678,Saron 2,Saron 2,,
W01000726,W06000010,714,Swiss Valley 1,Swiss Valley 1,,
W01000727,W06000010,715,Swiss Valley 2,Swiss Valley 2,,
W01000728,W06000010,633,Tre-lech,Trelech,,
W01000729,W06000010,699,Trimsaran 1,Trimsaran 1,,
W01000730,W06000010,700,Trimsaran 2,Trimsaran 2,,
W01000731,W06000010,686,Ty-croes,Tycroes,,
W01000732,W06000010,737,Tyisa 1,Tyisha 1,,
W01000733,W06000010,738,Tyisa 2,Tyisha 2,,
W01000734,W06000010,739,Tyisa 3,Tyisha 3,,
W01000735,W06000010,648,Hendy-Gwyn ar Daf,Whitland,,
W01000736,W06000011,878,Llandeilo Ferwallt 1,Bishopston 1,,
W01000737,W06000011,879,Llandeilo Ferwallt 2,Bishopston 2,,
W01000738,W06000011,789,Bonymaen 1,Bonymaen 1,,
W01000739,W06000011,790,Bonymaen 2,Bonymaen 2,,
W01000740,W06000011,791,Bonymaen 3,Bonymaen 3,,
W01000741,W06000011,792,Bonymaen 4,Bonymaen 4,,
W01000742,W06000011,808,Castell 1,Castle 1,,
W01000744,W06000011,809,Castell 3,Castle 3,,
W01000745,W06000011,863,Castell 4,Castle 4,,
W01000746,W06000011,864,Castell 5,Castle 5,,
W01000747,W06000011,857,Castell 6,Castle 6,,
W01000749,W06000011,869,Castell 8,Castle 8,,
W01000750,W06000011,764,Clydach 1,Clydach 1,,
W01000751,W06000011,765,Clydach 2,Clydach 2,,
W01000752,W06000011,766,Clydach 3,Clydach 3,,
W01000753,W06000011,767,Clydach 4,Clydach 4,,
W01000754,W06000011,768,Clydach 5,Clydach 5,,
W01000755,W06000011,824,Y Cocyd 1,Cockett 1,,
W01000756,W06000011,825,Y Cocyd 2,Cockett 2,,
W01000757,W06000011,826,Y Cocyd 3,Cockett 3,,
W01000758,W06000011,827,Y Cocyd 4,Cockett 4,,
W01000759,W06000011,833,Y Cocyd 5,Cockett 5,,
W01000760,W06000011,819,Y Cocyd 6,Cockett 6,,
W01000761,W06000011,820,Y Cocyd 7,Cockett 7,,
W01000762,W06000011,821,Y Cocyd 8,Cockett 8,,
W01000763,W06000011,803,Cwmbwrla 1,Cwmbwrla 1,,
W01000764,W06000011,804,Cwmbwrla 2,Cwmbwrla 2,,
W01000765,W06000011,805,Cwmbwrla 3,Cwmbwrla 3,,
W01000766,W06000011,806,Cwmbwrla 4,Cwmbwrla 4,,
W01000767,W06000011,807,Cwmbwrla 5,Cwmbwrla 5,,
W01000768,W06000011,840,Dynfant 1,Dunvant 1,,
W01000769,W06000011,841,Dynfant 2,Dunvant 2,,
W01000770,W06000011,842,Dynfant 3,Dunvant 3,,
W01000771,W06000011,843,Fairwood 2,Fairwood 2,,
W01000772,W06000011,837,Fairwood 1,Fairwood 1,,
W01000773,W06000011,752,Gorseinon 1,Gorseinon 1,,
W01000774,W06000011,753,Gorseinon 2,Gorseinon 2,,
W01000775,W06000011,847,Gwyr (Abertawe) 1,Gower (Swansea) 1,,
W01000776,W06000011,848,Gwyr (Abertawe) 2,Gower (Swansea) 2,,
W01000777,W06000011,834,Tregwyr 1,Gowerton 1,,
W01000778,W06000011,835,Tregwyr 2,Gowerton 2,,
W01000779,W06000011,836,Tregwyr 3,Gowerton 3,,
W01000781,W06000011,844,Cil? Gogledd 2,Killay North 2,,
W01000782,W06000011,845,Cil? De 1,Killay South 1,,
W01000784,W06000011,758,Pontybrenin 1,Kingsbridge 1,,
W01000785,W06000011,759,Pontybrenin 2,Kingsbridge 2,,
W01000786,W06000011,760,Pontybrenin 3,Kingsbridge 3,,
W01000787,W06000011,810,Glandwr 1,Landore 1,,
W01000788,W06000011,811,Glandwr 2,Landore 2,,
W01000789,W06000011,812,Glandwr 3,Landore 3,,
W01000790,W06000011,813,Glandwr 4,Landore 4,,
W01000791,W06000011,747,Llangyfelach 1,Llangyfelach 1,,
W01000792,W06000011,748,Llangyfelach 2,Llangyfelach 2,,
W01000793,W06000011,749,Llangyfelach 3,Llangyfelach 3,,
W01000794,W06000011,785,Llansamlet 1,Llansamlet 1,,
W01000795,W06000011,781,Llansamlet 2,Llansamlet 2,,
W01000796,W06000011,782,Llansamlet 3,Llansamlet 3,,
W01000797,W06000011,786,Llansamlet 4,Llansamlet 4,,
W01000798,W06000011,787,Llansamlet 5,Llansamlet 5,,
W01000799,W06000011,788,Llansamlet 6,Llansamlet 6,,
W01000800,W06000011,783,Llansamlet 7,Llansamlet 7,,
W01000801,W06000011,784,Llansamlet 8,Llansamlet 8,,
W01000802,W06000011,761,Casllwchwr Isaf,Lower Loughor,,
W01000803,W06000011,769,Mawr,Mawr,,
W01000804,W06000011,880,Mayals 1,Mayals 1,,
W01000805,W06000011,881,Mayals 2,Mayals 2,,
W01000806,W06000011,770,Treforys 1,Morriston 1,,
W01000807,W06000011,771,Treforys 2,Morriston 2,,
W01000808,W06000011,772,Treforys 3,Morriston 3,,
W01000809,W06000011,776,Treforys 4,Morriston 4,,
W01000810,W06000011,773,Treforys 5,Morriston 5,,
W01000811,W06000011,777,Treforys 6,Morriston 6,,
W01000812,W06000011,778,Treforys 7,Morriston 7,,
W01000813,W06000011,779,Treforys 8,Morriston 8,,
W01000814,W06000011,780,Treforys 9,Morriston 9,,
W01000815,W06000011,774,Treforys 10,Morriston 10,,
W01000816,W06000011,775,Treforys 11,Morriston 11,,
W01000817,W06000011,797,Mynydd-bach 1,Mynyddbach 1,,
W01000818,W06000011,798,Mynydd-bach 2,Mynyddbach 2,,
W01000819,W06000011,799,Mynydd-bach 3,Mynyddbach 3,,
W01000820,W06000011,800,Mynydd-bach 4,Mynyddbach 4,,
W01000821,W06000011,801,Mynydd-bach 5,Mynyddbach 5,,
W01000822,W06000011,802,Mynydd-bach 6,Mynyddbach 6,,
W01000823,W06000011,886,Newton (Abertawe) 1,Newton (Swansea) 1,,
W01000824,W06000011,887,Newton (Abertawe) 2,Newton (Swansea) 2,,
W01000825,W06000011,888,Ystumllwynarth 1,Oystermouth 1,,
W01000826,W06000011,889,Ystumllwynarth 2,Oystermouth 2,,
W01000827,W06000011,890,Ystumllwynarth 3,Oystermouth 3,,
W01000828,W06000011,838,Pen-clawdd 1,Penclawdd 1,,
W01000829,W06000011,839,Pen-clawdd 2,Penclawdd 2,,
W01000830,W06000011,814,Penderi 1,Penderry 1,,
W01000831,W06000011,822,Penderi 2,Penderry 2,,
W01000832,W06000011,815,Penderi 3,Penderry 3,,
W01000833,W06000011,816,Penderi 4,Penderry 4,,
W01000834,W06000011,817,Penderi 5,Penderry 5,,
W01000835,W06000011,823,Penderi 6,Penderry 6,,
W01000836,W06000011,818,Penderi 7,Penderry 7,,
W01000837,W06000011,750,Penlle'r-gaer 1,Penllergaer 1,,
W01000838,W06000011,751,Penlle'r-gaer 2,Penllergaer 2,,
W01000839,W06000011,849,Pennard 1,Pennard 1,,
W01000840,W06000011,850,Pennard 2,Pennard 2,,
W01000841,W06000011,754,Penyrheol (Abertawe) 1,Penyrheol (Swansea) 1,,
W01000842,W06000011,755,Penyrheol (Abertawe) 2,Penyrheol (Swansea) 2,,
W01000843,W06000011,756,Penyrheol (Abertawe) 3,Penyrheol (Swansea) 3,,
W01000844,W06000011,757,Penyrheol (Abertawe) 4,Penyrheol (Swansea) 4,,
W01000845,W06000011,743,Pontarddulais 1,Pontardulais 1,,
W01000846,W06000011,744,Pontarddulais 2,Pontardulais 2,,
W01000847,W06000011,745,Pontarddulais 3,Pontardulais 3,,
W01000848,W06000011,746,Pontarddulais 4,Pontardulais 4,,
W01000849,W06000011,793,St. Thomas 1,St. Thomas 1,,
W01000850,W06000011,794,St. Thomas 2,St. Thomas 2,,
W01000851,W06000011,795,St. Thomas 3,St. Thomas 3,,
W01000852,W06000011,796,St. Thomas 4,St. Thomas 4,,
W01000853,W06000011,828,Sgeti 1,Sketty 1,,
W01000854,W06000011,829,Sgeti 2,Sketty 2,,
W01000855,W06000011,830,Sgeti 3,Sketty 3,,
W01000856,W06000011,831,Sgeti 4,Sketty 4,,
W01000857,W06000011,832,Sgeti 5,Sketty 5,,
W01000858,W06000011,874,Sgeti 6,Sketty 6,,
W01000859,W06000011,875,Sgeti 7,Sketty 7,,
